tic_name            period       e_period     first_eclipse
tic00384340377     1.164262     0.000020    3625.701733
tic00384339442     1.646901     0.000028    3625.437201
tic00384274371     2.616116     0.000407    3625.308647
tic00384194201     1.421136     0.000074    3626.427337
tic00384194197     1.421148     0.000075    3626.427337
tic00384194040     2.983911     0.000289    3625.970417
tic00384193525     2.705455     0.000322    3626.638603
tic00384157295     1.197237     0.000012    3626.248177
tic00384151311     1.653147     0.000093    3626.102054
tic00384149200     1.039200     0.000020    3625.261532
tic00384145294     0.845676     0.000007    3625.732789
tic00384076458     2.784798     0.000134    3627.447602
tic00384064408     3.990970     0.000070    3626.366812
tic00384031569    20.846498     0.028707    3545.527232
tic00384021193     1.862773     0.000153    3626.472025
tic00384017261     2.226784     0.000331    3626.998611
tic00384017247     2.226898     0.000260    3626.990974
tic00383986936     5.506975     0.001328    3629.484830
tic00383731208    31.000145   999.000000    3626.763000
tic00383727727     7.477070     0.000477    3627.103681
tic00383727721     7.477472     0.000801    3627.104878
tic00383716479     1.111046     0.000033    3626.389801
tic00383716476     1.111046     0.000033    3626.389802
tic00383626032     1.377345     0.000089    3626.488212
tic00383593902     1.160432     0.000013    3626.092633
tic00383427495     5.799475     0.000235    3656.614310
tic00383427491     5.800666     0.000182    3656.612327
tic00383352268    10.061856     0.004213    3658.972000
tic00383310846     1.892377     0.000137    3626.683176
tic00383293145     1.249883     0.000231    3654.559521
tic00383292891     4.322308     0.000944    3654.184348
tic00382630831     1.040666     0.000017    3326.042268
tic00382602715     5.519696     0.000735    3329.683855
tic00382574951     1.884692     0.000062    3325.875709
tic00382474101     2.652560     0.002112    3354.512619
tic00382416735     0.780667     0.000023    3354.760231
tic00382416734     0.780670     0.000020    3354.760434
tic00382340348     0.484103     0.000020    3386.568898
tic00382257220     0.498127     0.000002    3325.682719
tic00382101518     0.672260     0.000001    3325.820876
tic00382101212     1.189092     0.000001    3326.352245
tic00382069441     5.491171     0.012111    3347.934298
tic00382067122     1.068091     0.000004    3325.597211
tic00381011161     1.312458     0.000028    3684.464593
tic00380298140     1.794413     0.000130    3685.047258
tic00380117288     0.708870     0.000013    3569.773862
tic00379783522     1.225347     0.000152    3601.281670
tic00379631121    16.208086   999.000000    3818.327000
tic00378885645     4.229190     0.000378    3571.806000
tic00378275454     7.654958     0.000335    3687.421509
tic00377307592     1.192852     0.000004    3684.593382
tic00377192675     1.817198     0.000055    3684.642647
tic00377190161     3.786397     0.000014    3687.022406
tic00377055044     1.495675     0.000006    3683.821281
tic00376067182     3.196827     0.017608    3687.081161
tic00375506058     2.650231     0.000093    3712.677577
tic00375477302     3.071806     0.000801    3546.996532
tic00375422201     9.962238     0.001172    3711.938896
tic00375270624     3.187856     0.000120    3571.670951
tic00375036635     1.082440     0.000002    3325.819900
tic00374944718     1.881463     0.000013    3325.876553
tic00374944676     0.574744     0.000001    3325.770806
tic00374017545     1.435311     0.000077    3600.556386
tic00373932701     5.953954     0.013176    3741.626272
tic00373364179     1.873839     0.000027    3438.874699
tic00373128383     2.086915     0.000063    3818.492028
tic00372818950     0.628459     0.000001    3354.734418
tic00372759279     1.238401     0.000061    3684.281005
tic00372758722     1.978025     0.000083    3684.836808
tic00371839073     3.796024     0.000051    3655.192911
tic00371706494    13.354241   999.000000    3823.097000
tic00371480725     1.471699     0.000078    3740.062281
tic00370678161     3.778811     0.002732    3602.627223
tic00370243555     1.082842     0.000004    3325.598390
tic00370134610    21.605545     0.463008    3656.057000
tic00370009773     0.811062     0.000005    3326.055663
tic00370005922     1.049299     0.000035    3325.754645
tic00369991763     0.281434     0.000952    3325.575000
tic00369991000     1.468508     0.000045    3326.413307
tic00369959366     2.646343     0.000642    3627.662741
tic00369958782     1.898621     0.000082    3601.320307
tic00369897229     2.358167     0.000192    3601.967947
tic00369868758     2.231405     0.000128    3602.096500
tic00369819688     0.868854     0.000024    3625.717363
tic00369818150     4.240245     0.000938    3604.041065
tic00369817315     3.531979     0.000711    3627.075564
tic00369784771     1.365512     0.000106    3626.491276
tic00369772164     5.930305     0.000734    3326.135777
tic00369705106     0.588866     0.000025    3326.577085
tic00369673758     2.715561     0.000215    3470.090524
tic00369327648     2.073513     0.000101    3625.595771
tic00369325717     2.085304     0.000168    3656.337349
tic00369283035     9.520713   999.000000    3822.660000
tic00368180294     1.247202     0.000077    3816.977473
tic00367448265     0.932473     0.000198    3816.889843
tic00366517381     0.544614     0.000013    3818.130675
tic00366517337     1.688831     0.000140    3816.820940
tic00365956683     5.723815     0.003364    3659.145833
tic00365936982     5.221711     0.000048    3686.422727
tic00365787759     0.807419     0.000013    3711.617828
tic00365694569     8.995739     0.255505    3469.954000
tic00365366508     1.965109     0.000495    3654.371873
tic00365274699     2.085557     0.000049    3625.595186
tic00364395487     0.721432     0.000003    3326.797601
tic00364395460     0.561140     0.000003    3325.929307
tic00364266360     9.353048     0.000153    3334.416012
tic00364186087     2.452476     0.000038    3739.048851
tic00364120439    18.604743     0.080295    3740.887000
tic00363933313     4.685021     0.001097    3625.528912
tic00363847487     2.401150     0.000160    3601.935308
tic00363326796    11.416662   999.000000    3553.827000
tic00362791996     4.066562     0.003429    3685.543513
tic00362187226    14.187356   999.000000    3692.203000
tic00362123879     4.237069     0.002512    3628.250776
tic00362082706     7.363404     0.001940    3626.731064
tic00362082704     7.363404     0.001940    3626.731064
tic00362043085     6.861335     0.004787    3441.610066
tic00361388647     0.981780     0.000054    3601.799128
tic00360824561     1.495267     0.000106    3655.163555
tic00360571125     2.462027     0.000330    3626.207711
tic00359675849     3.676477     0.000131    3684.158094
tic00359631418     0.688071     0.000011    3684.481531
tic00359618989     1.874673     0.000159    3601.566250
tic00359497418     6.331782     0.000285    3687.757076
tic00358613523     1.328494     0.000178    3684.687411
tic00358543429     4.167559   999.003988    3329.763055
tic00358512352     1.191863     0.000020    3326.060080
tic00358511294     4.142322     0.000403    3327.626273
tic00358501557     7.424223     0.000299    3327.409196
tic00358463689     1.040649     0.000007    3326.045532
tic00358232450     1.669694     0.000182    3354.784145
tic00358176934     6.835689     0.000913    3329.902736
tic00358022169     0.303285     0.001313    3600.742000
tic00358018612     2.332961     0.000314    3817.805179
tic00357911163     4.780556     0.002470    3604.596807
tic00357909489     1.945788     0.000149    3627.073532
tic00357713892     3.550408     0.002708    3600.445248
tic00357685999     0.936926     0.000028    3683.875661
tic00357614636     5.918416     0.000563    3601.573556
tic00357315210     1.272668     0.000049    3600.735665
tic00357315050     2.750529     0.000173    3600.995684
tic00357315049     2.750958     0.000146    3600.951496
tic00357158129     5.819925     0.001246    3604.882411
tic00356898679     1.102700     0.000005    3600.456838
tic00356896561     2.253360     0.000005    3685.408677
tic00356641568    11.520940   999.000000    3818.120000
tic00356333588     1.594797     0.000124    3626.037298
tic00356240274     2.347694     0.000096    3685.252994
tic00356175478     1.262345     0.000063    3545.167250
tic00356015361    11.256849     0.000631    3702.920980
tic00355601117     4.151324     0.001339    3328.633478
tic00355508601     1.434490     0.000284    3355.069617
tic00355507583    16.869366     0.001150    3330.347240
tic00355507581    16.865192     0.002388    3330.343410
tic00355357949     1.460522     0.000100    3469.356709
tic00355010562     3.250529     0.001534    3817.982630
tic00354931428     4.060013     0.001890    3495.426568
tic00354926863     1.436761     0.000163    3818.756832
tic00354922610     1.367131     0.000084    3817.745138
tic00354535363     1.799168     0.000367    3818.512644
tic00354437781     1.309295     0.000570    3817.753119
tic00354246759     7.119740     0.008013    3817.691764
tic00354119540     1.764047     0.000217    3818.497627
tic00354023414     1.352642     0.000419    3817.573347
tic00353962058     1.151483     0.000054    3817.234950
tic00353894978     1.670918     0.000006    3683.972433
tic00353854078     5.169856     0.000241    3683.981366
tic00353650675     1.246159     0.000181    3684.904255
tic00352979549     1.161960     0.000027    3739.821114
tic00352964170     1.200217     0.000012    3712.116632
tic00352951628     0.707062     0.000006    3711.871094
tic00352762746     3.142375     0.000161    3712.214391
tic00352718668     1.054356     0.001392    3684.399846
tic00352566383     6.969630     0.008784    3657.166469
tic00352566373     6.968039     0.003161    3657.164134
tic00352544044     2.569870     0.000523    3654.394137
tic00352165018     4.904419     0.000204    3687.287680
tic00351336681     5.417614     0.001032    3659.381944
tic00351297515     3.146611     0.000085    3684.024381
tic00351287412    10.133940     0.000037    3690.271532
tic00350987976     0.648769     0.000013    3684.825673
tic00350738423     2.616271     0.000142    3685.261412
tic00350585213     6.063203     0.000019    3326.627698
tic00350432183     0.376538     0.000127    3326.031000
tic00350274880     1.190851     0.000003    3327.861030
tic00350140337     1.166985     0.000015    3325.859524
tic00350135395    19.625314   999.000000    3739.513000
tic00350025490     0.626855     0.000003    3330.716992
tic00349911034     1.076948     0.000027    3325.621119
tic00349797905     3.544561     0.000276    3656.191660
tic00349647488     3.679434     0.000143    3327.833410
tic00349645846     3.231530     0.000027    3326.845593
tic00349522323     0.269841     0.000090    3325.719000
tic00349518034     2.198505     0.000003    3326.380303
tic00349517936     1.722729     0.000004    3326.967694
tic00349369521     1.926703     0.000008    3326.537323
tic00349211599     1.388988     0.000278    3493.200592
tic00348839494     3.173598     0.000013    3326.613046
tic00348839491     3.173517     0.000219    3326.612658
tic00348770361     5.537082     0.000252    3325.706294
tic00348762143    17.939548     0.000055    3342.731644
tic00348761381     1.636959     0.000010    3326.834470
tic00348538431     1.799163     0.000258    3492.991964
tic00347130362    11.603858   999.000000    3826.037000
tic00346632550     1.348288     0.000321    3655.148579
tic00346433448     3.497030     0.001004    3469.543423
tic00346338553     4.465084     0.000850    3739.941599
tic00345899523     6.692969     0.128211    3572.912000
tic00345835653     0.924659     0.000193    3468.519382
tic00345176700     1.547820     0.000055    3625.419883
tic00345176295     0.835023     0.000112    3654.661629
tic00344586348     3.824427     0.001322    3327.613379
tic00344376832     1.235736     0.000062    3711.682551
tic00344075391    31.895775   999.000000    3643.702000
tic00344031627     4.016838     0.004774    3656.578942
tic00343963409    18.188154     0.055352    3476.741000
tic00343881528     1.539125     0.000067    3625.264887
tic00343757299     5.819175     0.000048    3630.704814
tic00343721191     2.717329     0.000066    3627.712055
tic00343667351     1.542235     0.000035    3739.109926
tic00343549114     6.354253   999.000000    3745.222000
tic00343412214    22.541955   999.000000    3719.158000
tic00343326909     1.407398     0.000180    3712.822742
tic00343127696     2.332215     0.009763    3740.505684
tic00342782002     1.097225     0.000338    3625.869000
tic00341679932     1.710091     0.000051    3740.255114
tic00341327281     4.318108     0.000736    3742.131063
tic00341309569     7.349004     0.001453    3654.557024
tic00341258182     4.489009     0.000561    3630.547638
tic00340776485     3.452305     0.000531    3654.419808
tic00340100436     1.469005     0.000111    3626.595562
tic00339607421     2.437821     0.000871    3356.373706
tic00339566276     4.243978     0.002633    3627.059814
tic00339185356     5.290521     0.000608    3684.151637
tic00338465029     1.197920     0.000100    3601.023600
tic00338071673     3.373630     0.002266    3741.322670
tic00337470211     0.661808     0.000106    3739.357022
tic00337094559     1.780681     0.000371    3739.727426
tic00336434532     3.887906     0.001267    3713.655489
tic00336267424     2.963859     0.000596    3684.222762
tic00335995445     8.323007     0.253920    3740.013000
tic00335484090    15.041829   999.000000    3742.784000
tic00334886280    11.882806     0.444905    3550.100000
tic00334162293     5.949127     0.010446    3816.791966
tic00332518527     5.110438     0.000109    3356.671453
tic00332488398     1.041735     0.000043    3355.011434
tic00332334202     8.666306     0.001730    3711.738000
tic00332277332     0.196675     0.000840    3711.862000
tic00332079835    14.416779   999.000000    3496.057000
tic00331743190     2.084257     0.000077    3655.712051
tic00331730794     2.467277     0.001274    3655.331342
tic00331532483     2.536935     0.000393    3740.037126
tic00331221558     0.802342     0.000013    3739.030533
tic00331183881     4.283970     0.000232    3603.237427
tic00330847328    13.229335   999.000000    3743.118000
tic00330234754     2.753122     0.000245    3740.027839
tic00329864959     4.517158     0.005758    3739.989923
tic00329770815     1.935066     0.000071    3740.046671
tic00329289186     0.552516     0.000027    3684.574809
tic00329277372     2.886838     0.001317    3742.663894
tic00329248002     3.108915     0.000085    3683.849094
tic00329246824     0.587683     0.000001    3684.777297
tic00327996089     2.174537     0.000398    3354.602682
tic00327856643     6.197898     0.000497    3629.805000
tic00327785134     2.477972     0.000898    3655.937423
tic00326479070     0.464208     0.000013    3354.717434
tic00325608962     0.668134     0.000012    3625.426860
tic00325393765     2.504058     0.000369    3654.720999
tic00325277586     2.889830     0.000796    3656.540723
tic00324846825     1.633468     0.000054    3571.761552
tic00324758906     4.822550     0.008208    3625.781668
tic00324675819     3.302838     0.000749    3573.606885
tic00324596129     2.346356     0.000458    3740.748107
tic00324115214     1.123100     0.000018    3601.179642
tic00324047038     2.322680     0.000038    3601.944385
tic00323968843     2.699431     0.000165    3601.845214
tic00323968816     1.349775     0.000248    3600.522017
tic00323968179     0.626558     0.000112    3602.368000
tic00323878236     6.391569     0.000072    3602.160888
tic00323836925     0.888858     0.000013    3601.974523
tic00323731501    14.482497     0.000450    3603.237500
tic00323574811     1.479465     0.000018    3572.071149
tic00323520934     2.464366     0.000040    3601.719440
tic00323461013     5.264245     0.000057    3601.181124
tic00323443194     1.499672     0.000486    3626.596000
tic00323434013     1.535760     0.000130    3625.523394
tic00323350573     0.834987     0.000087    3601.912339
tic00323283458     3.323389     0.003240    3389.107199
tic00323239836     0.644401     0.000014    3601.406963
tic00323143096     8.373869     0.200463    3817.617000
tic00322900369     6.248172     0.004428    3468.893881
tic00322737459     0.760608     0.000054    3386.874439
tic00322549898     0.897240     0.000074    3816.289064
tic00322208383    18.791980   999.000000    3739.867000
tic00322129367     2.720889     0.001494    3740.311368
tic00321981878     0.950740     0.000090    3354.938573
tic00321857016     6.936676     0.006181    3745.304000
tic00320947341     1.033326     0.000095    3817.060227
tic00320855910     1.377361     0.000114    3571.081906
tic00320524751     8.852237     0.000251    3687.796119
tic00320264006     9.249706     0.002321    3655.557000
tic00320228013     6.812254     0.005472    3577.471728
tic00320173862     0.198115     0.001857    3654.286000
tic00319616481     3.054820     0.001147    3471.494880
tic00319290700     5.138625     0.000172    3330.453964
tic00319011894     8.248823     0.007759    3492.725000
tic00318825030     5.184999     0.000035    3572.207219
tic00318649597     0.926886     0.000004    3626.249548
tic00318573150     2.869907     0.001088    3492.279553
tic00318512022     4.824598     0.001532    3570.531845
tic00317681251     3.872110     0.000408    3818.822309
tic00317674257     3.057225     0.000644    3819.490902
tic00317507345     3.941567     0.000677    3818.404867
tic00317411334     1.448572     0.000112    3468.693060
tic00317191077     2.193286     0.001913    3469.528169
tic00317128197     1.413193     0.000002    3326.250732
tic00317087106     0.476324     0.000006    3326.332102
tic00317057820     0.919540     0.000002    3325.881652
tic00317015551     1.110775     0.000007    3326.547675
tic00317015549     1.110782     0.000007    3326.550312
tic00316937321     3.314989     0.001362    3327.439427
tic00316937318     3.318748     0.000144    3327.437987
tic00316918055     0.808769     0.000181    3440.506367
tic00316769815     1.711838     0.000375    3354.930886
tic00316450573     2.468880     0.000048    3711.733613
tic00316249183     8.026879     0.137240    3818.265000
tic00316207527     3.013028     0.000049    3628.050696
tic00316182273     5.633345     0.002749    3743.475154
tic00315777423     4.931972     0.000290    3713.414179
tic00315120782     0.466915     0.000030    3544.292413
tic00315060984     1.095673     0.000114    3739.807372
tic00314864554     1.055807     0.000012    3325.743415
tic00313937839     1.245757     0.000106    3386.497941
tic00313932554     0.773536     0.000024    3354.818221
tic00313887333     0.594575     0.000077    3354.782642
tic00312907176     0.757872     0.000054    3600.489964
tic00312353805     4.952602     0.001042    3817.725631
tic00312230566     1.950897     0.000164    3684.086056
tic00311925689     0.570859     0.000005    3325.629650
tic00311925686     0.570863     0.000001    3325.626214
tic00311233571    17.790758     0.001020    3744.385000
tic00311128363     1.693790     0.000114    3439.287125
tic00311083138     6.080132     0.000682    3548.042019
tic00311070085     2.389745     0.000269    3713.406569
tic00311035838     2.899398     0.000293    3739.452954
tic00310785613     6.455151     0.000729    3818.923279
tic00310556491     1.555194     0.000578    3602.348296
tic00310004006     0.645037     0.000013    3739.160352
tic00309908721     1.417116     0.000237    3468.980524
tic00309828087     2.514952     0.000142    3741.305675
tic00309791057     1.483148     0.000027    3326.902375
tic00309600985    11.770902   999.000000    3824.953000
tic00309598681     0.848514     0.000076    3601.366756
tic00309470406     0.591326     0.000014    3325.894457
tic00309434176     3.818670     0.000062    3600.749726
tic00309350921     4.982080     0.000990    3601.598483
tic00308952042     1.573641     0.000209    3569.835955
tic00308665623     1.069165     0.000006    3326.039698
tic00308540364     0.861217     0.000012    3326.783825
tic00308244486     8.333492   999.000000    3392.181000
tic00308185459     0.317717   999.000034    3354.510000
tic00308050066    11.187299   999.000000    3552.037000
tic00307686978     2.772752     0.000028    3569.653041
tic00307644314     0.551290     0.000006    3354.650618
tic00307574667     1.596839     0.000002    3355.051927
tic00307085577     4.282108     0.000135    3329.518588
tic00307062898     2.083054     0.006406    3492.911000
tic00307032744     0.874746     0.000002    3325.748576
tic00307016006     3.293209     0.005184    3471.334114
tic00306987941     0.470827     0.002487    3625.390000
tic00306981513     5.545379     0.007153    3634.004229
tic00306929542     4.324723     0.000187    3328.478555
tic00306896977     2.428319     0.000069    3327.439320
tic00306896976     2.428375     0.000011    3327.439953
tic00306894651     0.718709     0.000001    3326.097903
tic00306822587     1.056214     0.000020    3325.592004
tic00306777549     1.743400     0.000024    3326.021916
tic00306763456     1.833517     0.000138    3493.119733
tic00306741254     2.273022     0.000006    3325.889929
tic00306736486     1.483530     0.000002    3326.282343
tic00306651396     2.715148     0.001143    3493.535799
tic00306580215     1.749798     0.000166    3326.170353
tic00306272819     1.273063     0.000029    3626.322030
tic00306130391     1.161579     0.000176    3569.691987
tic00306130356     4.648933     0.034117    3570.909000
tic00306107122     7.760079     0.000515    3630.437986
tic00306059878    11.701511     0.328361    3820.766000
tic00305633328     1.251671     0.000035    3711.686655
tic00305466425     6.599955     0.000102    3718.110665
tic00305399325     6.100386     0.000492    3742.868294
tic00305399324     6.100386     0.000492    3742.868294
tic00305386053     1.241999     0.000016    3711.731787
tic00305340735    22.250153   999.000000    3569.806000
tic00304697463     0.513831     0.000035    3354.736910
tic00304056205     6.184379     0.000143    3330.505453
tic00304056013     1.491299     0.000007    3326.884352
tic00303973349     3.575041     0.000046    3328.110432
tic00303951396     1.748852     0.000004    3326.628707
tic00303909866     2.126686     0.000010    3326.275887
tic00303909865     2.126681     0.000003    3326.275608
tic00303909327     5.185315     0.000163    3326.865687
tic00303822567     1.383730     0.000259    3355.087218
tic00303427297     4.296958     0.000152    3574.243797
tic00303351921     5.892510     0.005921    3714.005114
tic00303255899     2.269245     0.001882    3817.267335
tic00302968610     0.709528     0.000005    3326.196358
tic00302966121     0.234361     0.000117    3325.596000
tic00302771290     1.195252     0.000053    3816.287877
tic00301956407     1.831694     0.000190    3626.881633
tic00301485937    10.542245     0.441514    3471.704000
tic00301072091     3.954169     0.001200    3687.558107
tic00301022289     4.757143     0.123008    3387.722000
tic00301022235     1.873086     0.000421    3386.227738
tic00300972613     0.776195     0.000077    3354.705824
tic00300866434     5.944165     0.000019    3325.656248
tic00300746199     0.817678     0.000002    3325.861250
tic00300740195     2.980261     0.000021    3326.375974
tic00300740188     2.980289     0.000060    3326.377429
tic00300709268     0.547017     0.000000    3325.700631
tic00300330083     1.132260     0.000002    3326.235212
tic00300325437     0.895807     0.000001    3325.953927
tic00300324378     0.515746     0.000008    3327.995000
tic00300139467     1.169621     0.000003    3326.575913
tic00300036507     2.379043     0.000011    3326.296767
tic00300015200     0.609622     0.000001    3325.993902
tic00300014528     1.229303     0.000002    3325.946526
tic00299943609     1.099168     0.000002    3326.070222
tic00299903137     9.555026     0.655418    3473.327000
tic00299778628   328.645703   999.000000    3335.867000
tic00299160301     5.937739     0.001511    3685.647506
tic00299137007     1.901010     0.000413    3387.179934
tic00299137005     1.901010     0.000413    3387.179934
tic00299135660     5.762675     0.131414    3387.058000
tic00299100138     0.557522     0.000088    3386.190690
tic00299096773    10.050701     0.355957    3441.849000
tic00298967445    23.599028     0.019932    3712.534000
tic00298734307     0.944271     0.000002    3684.206663
tic00298421458     1.499542     0.000062    3684.128095
tic00297967252     9.684981     0.002073    3545.152588
tic00297269362    13.750018   999.000000    3721.243000
tic00296184778     2.638386     0.000084    3493.930209
tic00296184440     3.744260     0.001235    3494.006282
tic00295885511     5.054589     0.001055    3571.941124
tic00295804815     1.528504     0.000047    3684.195529
tic00295803225     6.565447     0.003250    3689.460716
tic00295802147     1.653672     0.000109    3685.182119
tic00295121410     2.890270     0.000026    3685.438456
tic00295111026     4.262696     0.000533    3684.411213
tic00294396726     0.899493     0.000003    3386.232286
tic00294328887     0.354489     0.000008    3325.760000
tic00294206967     2.757875     0.000093    3331.407213
tic00294200378     2.983620     0.000865    3626.040854
tic00294197236     0.967258     0.000013    3626.207136
tic00294191640     1.593143     0.000834    3544.932997
tic00294059372     0.666749     0.000007    3625.759414
tic00293954660     2.813713     0.000127    3685.717359
tic00293877337    42.395925   999.000000    3700.720000
tic00293687315     2.869993     0.001110    3714.210010
tic00293507031     0.670108     0.000001    3326.169665
tic00293480903    15.138909     0.000049    3330.983626
tic00293439348     3.850815     0.000104    3327.272125
tic00293151358     2.312718     0.000401    3626.664102
tic00292064516     4.768876     0.005863    3495.509868
tic00292013448     4.328193     0.000266    3658.332169
tic00291466214     3.525389     0.000094    3491.999684
tic00291385340    10.396480     0.449442    3473.287000
tic00291380703     1.676592     0.000430    3468.948373
tic00291320884     0.372337     0.000176    3626.551169
tic00291243476    17.145614   999.000000    3357.411000
tic00291145873     3.239512     0.000235    3684.031451
tic00290605303     0.886939     0.000105    3325.909963
tic00290484661     5.932074     0.001681    3327.969057
tic00290463054     0.917272     0.000002    3325.599983
tic00290035575     0.952389     0.000009    3684.368167
tic00290032774     0.577847     0.000007    3684.461350
tic00289949453    13.229337   999.000000    3823.805000
tic00289801742     1.389786     0.000184    3544.374522
tic00289722957     2.218244     0.000061    3684.990220
tic00289564387     0.912295     0.000105    3817.504692
tic00288979840     1.528619     0.000098    3818.454714
tic00288735205     3.478901     0.000604    3686.698480
tic00288517404   141.648742   999.000000    3690.718000
tic00288475983     2.173266     0.000688    3493.093032
tic00288434140     2.714090     0.002134    3739.321877
tic00288024651     1.543992     0.000161    3570.763879
tic00287915479     2.777522     0.000716    3471.225965
tic00287846583     1.762123     0.000776    3469.482601
tic00287669537     1.295035     0.000158    3600.694157
tic00287436799     1.279618     0.000003    3326.451933
tic00287436782     1.279618     0.000002    3326.451627
tic00287430123     0.871737     0.000001    3354.573844
tic00287196418     7.345900     0.039809    3684.200880
tic00286900208     0.539638     0.000025    3738.967171
tic00286566392     0.723457     0.000388    3817.867976
tic00285617910     0.564439     0.000113    3544.276643
tic00284909275     4.596994     0.007604    3470.131462
tic00284903589    18.256568     0.202396    3685.074000
tic00284892413    24.580983     0.000313    3684.898921
tic00284613090    11.464940     0.411267    3498.600000
tic00284595199     3.472103     0.000152    3740.826398
tic00284457791     2.358858     0.000024    3684.815123
tic00284364590     1.217462     0.000009    3684.853339
tic00284161463     3.018018     0.000407    3469.830731
tic00284081423     3.974822     0.002264    3388.542647
tic00283677584     1.859532     0.000514    3438.229712
tic00282925798     2.444301     0.000201    3713.267237
tic00282801930     1.053470     0.000084    3468.823826
tic00282797023     2.914609     0.004301    3469.955612
tic00282711576     3.574993     0.000436    3469.370401
tic00282669504    18.145641   999.000000    3471.016000
tic00282368998     0.568980     0.000004    3684.894985
tic00282270717     2.740644     0.000680    3470.423461
tic00281815389     0.991596     0.000031    3355.159586
tic00281781138     8.823780     0.001798    3331.191044
tic00281740314     5.124932     0.000869    3327.889000
tic00281740175    11.055522     0.001192    3334.814751
tic00281636697     0.513893     0.000000    3325.558949
tic00281599327     0.919650     0.000016    3354.711601
tic00281599325     0.919666     0.000024    3354.711593
tic00281581467     3.991439     0.000216    3326.907687
tic00281498280     0.374995     0.000177    3325.847000
tic00281494100     2.307411     0.000009    3387.491018
tic00281486906     3.462779     0.000236    3819.633156
tic00281418869     1.496402     0.000693    3468.669032
tic00280914282     0.414584     0.000002    3326.571548
tic00280832735     3.156476     0.000246    3325.596912
tic00280723416     0.825195     0.000059    3325.694615
tic00280685089     3.384745     0.000332    3654.167438
tic00280626089     2.805876     0.000783    3816.288283
tic00280321964     2.172305     0.000867    3818.812772
tic00280096098     5.275220     0.000470    3359.010745
tic00280055342     0.786619     0.000026    3626.101272
tic00280050701     4.252310     0.000012    3326.595489
tic00279918206     0.541783     0.000038    3685.436476
tic00279855373     4.658197     0.000239    3325.651510
tic00279833744     1.542359     0.000049    3327.032820
tic00279741942    14.216348     0.000194    3357.759503
tic00279741940    14.215625     0.001416    3357.759332
tic00279741275     0.529453     0.000011    3326.484871
tic00279740439     0.742018     0.000030    3325.978963
tic00279692257     2.616510     0.002030    3630.077806
tic00279647970     1.609490     0.000040    3326.389137
tic00279638469     1.996132     0.000020    3355.589108
tic00279637920     3.832548     0.000362    3326.286463
tic00279576256     1.987923     0.000009    3356.109114
tic00279475555     2.177142     0.000005    3326.184968
tic00279475551     2.177157     0.000005    3326.184476
tic00279324152     7.991025     0.000986    3325.963254
tic00279324151    15.982872     0.000094    3325.973383
tic00279323519     4.092752     0.000059    3356.004663
tic00279319797     7.497516     0.000040    3357.356780
tic00279156581     0.495884     0.000004    3355.966104
tic00279156576     0.991779     0.000002    3354.475418
tic00279090251     1.498174     0.000003    3326.397795
tic00279087522     2.120344     0.000007    3356.207761
tic00278992257     2.033897     0.000006    3326.591701
tic00278900279     1.305451     0.000003    3326.390835
tic00278866211     4.388123     0.000051    3329.551778
tic00278826516    14.083610     0.000060    3360.727854
tic00278825952     2.390540     0.000003    3326.555092
tic00278684221     1.248309     0.000014    3326.909979
tic00278678404     2.283134     0.000025    3711.887947
tic00278296621     2.500456     0.000208    3602.795663
tic00278289141     5.865297     0.001954    3495.468000
tic00278082301     2.740002     0.000021    3492.046050
tic00278075650     0.760370     0.000006    3711.964241
tic00278068108     1.625874     0.000037    3711.763925
tic00277299409    20.178958     0.006334    3328.289804
tic00277103007     3.643739     0.000005    3329.329887
tic00276935987     4.251024     0.000115    3328.633425
tic00276162169     1.275036     0.000026    3684.248229
tic00276119305     1.289759     0.000260    3739.514347
tic00275537496     0.856246     0.000007    3683.986896
tic00275423476     2.928921     0.000100    3739.471500
tic00275259749     4.466968     0.000247    3820.171032
tic00274795550     9.704589     0.005454    3548.894190
tic00274602479     3.954295     0.000313    3819.923216
tic00273874851     2.045350     0.000172    3685.524752
tic00273861698     7.574759     0.000796    3329.281560
tic00273850708     1.853042     0.000140    3325.841264
tic00273827749     1.115693     0.000010    3326.004597
tic00273827123    10.621527     0.002167    3329.699640
tic00273792220     1.987051     0.000410    3326.697182
tic00273792218     1.987036     0.000432    3326.697271
tic00273739295     3.508885     0.000055    3328.714521
tic00273697554    11.875124   999.000000    3659.659000
tic00273629437     1.573179     0.000147    3684.355156
tic00273582296    27.829730     0.467527    3691.055000
tic00273574141     1.075729     0.000132    3683.909799
tic00273501820     1.655524     0.000101    3684.317718
tic00273473656     2.900579     0.000338    3325.690569
tic00273473655     2.900197     0.000200    3325.691948
tic00273397087     2.352284     0.000068    3326.484035
tic00273373712     3.404025     0.001709    3685.397738
tic00273373040     1.686334     0.000157    3684.837718
tic00273372402     4.495733     0.001529    3685.527723
tic00273173532     1.513040     0.000060    3711.785675
tic00273131564     7.863070     0.000423    3684.051717
tic00273043307     3.556387     0.000094    3686.576819
tic00273042299     1.588170     0.000087    3684.974878
tic00272944291     1.418769     0.000223    3684.836867
tic00272843045     4.855422     0.000167    3683.826128
tic00272720444    14.169061     0.001221    3693.062026
tic00272609309     1.559199     0.000027    3684.193154
tic00272598447     2.776890     0.000187    3685.991975
tic00272489100     1.790428     0.000158    3684.842077
tic00272467271     1.347508     0.000004    3354.494375
