tic_name            period       e_period     first_eclipse
tic00177447461     6.129221     0.003363    3496.557514
tic00177387851     1.251739     0.000002    3326.107995
tic00177312861     0.752409     0.000010    3334.121930
tic00177283727     3.956133     0.000062    3331.006261
tic00177277828     2.025749     0.000459    3492.007161
tic00177164590     1.341689     0.000010    3325.863953
tic00177081313     0.751103     0.000007    3328.560830
tic00176983924    10.322404     0.000038    3325.864867
tic00176982334     1.366175     0.000002    3325.794081
tic00176936918     7.703322     0.000127    3355.360858
tic00176932887    10.553108     0.001559    3607.495599
tic00176932837     0.780288     0.000585    3325.657000
tic00176752680     1.557433     0.000027    3739.292601
tic00176591772     7.749804     0.001914    3472.745000
tic00176551075    12.625212   999.000000    3743.015000
tic00175969976     3.348956     0.004533    3494.517647
tic00175707670     1.045489     0.000095    3491.996874
tic00175605285     2.747852     0.001407    3492.003705
tic00175405906     2.013132     0.000213    3356.102485
tic00175182754     3.809242     0.000267    3492.231032
tic00174266604     1.717510     0.000018    3740.207174
tic00173797509     4.279023     0.000110    3740.739214
tic00173756896    11.375062   999.000000    3495.597000
tic00173521768     2.764503     0.000530    3739.187380
tic00173038281     4.308057     0.000171    3470.496932
tic00172742334     7.565008     0.000517    3475.405363
tic00172464366     2.922880     0.000577    3470.039524
tic00172462064    23.875121   999.000000    3471.931000
tic00172431974     1.172291     0.000028    3684.420906
tic00172422394     2.404363     0.000047    3685.796339
tic00172193428     2.940964     0.000348    3470.245836
tic00171502734    25.745044     0.012054    3705.118000
tic00170634116     3.662429     0.002094    3438.530885
tic00170102285     2.945235     0.001421    3470.660694
tic00169815918     0.962851     0.000012    3684.626936
tic00169770571     1.846122     0.000726    3492.368042
tic00169573910     1.439865     0.000042    3655.817033
tic00169532543     0.915427     0.000006    3438.647198
tic00169532369     3.604860     0.002618    3440.321739
tic00169461816    23.999747   999.000000    3705.201000
tic00168851294     0.643192     0.000008    3438.353639
tic00168809669     1.004718     0.000011    3739.295143
tic00168674931     0.901379     0.000017    3438.494386
tic00168631274     1.940912     0.000155    3492.468983
tic00168384614     1.133775     0.000066    3544.482171
tic00168191566     4.118702     0.001534    3468.961701
tic00167983141    10.395796   999.000000    3549.536000
tic00167751358     0.505121     0.000009    3345.751373
tic00167751353     0.505115     0.000001    3325.541032
tic00167747439     6.140048     0.004486    3445.283726
tic00167673218    17.928569     0.166003    3439.493000
tic00167671107     3.650492     0.000717    3438.680392
tic00167661160    26.283021     0.166878    3442.014000
tic00167601864     0.556517     0.000002    3326.597374
tic00167549388     0.517308     0.000000    3325.825527
tic00167421087     0.557714     0.000001    3325.503189
tic00167251459     3.276896     0.000005    3326.381183
tic00167250056     0.858295     0.000002    3325.535220
tic00167196599     0.640586     0.000008    3711.689189
tic00166874908     2.187878     0.002090    3440.035890
tic00166835550     0.664061     0.000012    3354.797508
tic00166788240     1.452528     0.000017    3355.710832
tic00166773165     5.031522     0.000086    3713.927751
tic00166768019     3.147108     0.000602    3355.614788
tic00166739587     2.903636     0.000231    3354.741740
tic00166739520    19.973472     0.233926    3357.534000
tic00166738178     1.282040     0.000209    3354.456875
tic00166738175     1.282305     0.000024    3354.458913
tic00166733823     7.406675     0.000187    3356.932084
tic00166678085     0.596785     0.000008    3354.497039
tic00166090445     2.662289     0.000056    3712.805328
tic00165941436     0.666803     0.000031    3386.507212
tic00165879388     4.156077     0.024114    3356.251131
tic00165626871     8.223916     0.184246    3741.446000
tic00165470014    18.958487   999.000000    3741.361000
tic00165453878     2.707269     0.000536    3712.486015
tic00165371937     0.795728     0.000138    3739.382593
tic00165310952     1.805217     0.000017    3685.367912
tic00165146929     0.581822     0.000088    3386.633755
tic00165124220     0.402780     0.000005    3387.112000
tic00164784457     1.250393     0.000064    3684.645681
tic00164781045     2.351935     0.000080    3685.709536
tic00164773046     0.659568     0.000132    3386.155905
tic00164677806     4.427703     0.013002    3684.921534
tic00164674992     2.213568     0.000288    3685.029570
tic00164646288     0.733732     0.000020    3684.325104
tic00164558072     1.213846     0.000074    3684.876922
tic00164557531     2.696365     0.000145    3684.267670
tic00164554097     9.707936     0.002197    3684.409000
tic00164461124     1.387043     0.000387    3683.632126
tic00163648025     1.730039     0.000223    3572.223830
tic00162585265     0.512374     0.000026    3571.071261
tic00161744580     3.767996     0.002687    3740.501624
tic00161687316     0.816536     0.000041    3712.302779
tic00161687311     0.816611     0.000007    3712.298571
tic00161685680     3.739691     0.000214    3711.747188
tic00161668117    15.407528     0.026898    3738.988000
tic00161638713     6.288983     0.026922    3442.496486
tic00161577376     8.285633     0.004068    3446.100378
tic00160618494     4.261866     0.000024    3684.642338
tic00160585813     2.763911     0.000026    3685.442747
tic00160520525    17.012797     0.000213    3688.635811
tic00160472514     6.169088     0.000713    3685.533298
tic00160327122     1.127813     0.000081    3469.108435
tic00160228595     2.092186     0.000073    3684.875489
tic00160226132     8.011558     0.252936    3386.285000
tic00160226130     8.011710     0.252957    3386.285000
tic00160148385     6.824401     0.117272    3357.744000
tic00160104585     2.430880     0.000036    3712.263607
tic00160085375     1.403222     0.000165    3354.362936
tic00160081043     0.768627     0.000132    3354.791166
tic00160073681     0.529422     0.000018    3354.677699
tic00160070015     4.380745     0.000488    3358.310023
tic00160065976     1.367640     0.000248    3355.328378
tic00160065970     1.368091     0.000049    3355.329998
tic00160065968     2.736267     0.000944    3356.706942
tic00159950943     1.651506     0.000127    3386.828451
tic00159644070     4.564237     0.000667    3686.068609
tic00159573299    10.874751     0.001380    3687.472000
tic00159510109    16.924906     0.067731    3687.614000
tic00159464498     5.664866     0.000032    3686.628173
tic00159220329     1.727630     0.000475    3685.336696
tic00159169838     0.918434     0.000011    3684.205101
tic00159047480     5.801599     0.000468    3688.987633
tic00158988347     2.496449     0.000092    3684.735334
tic00158728853     1.656252     0.000075    3684.051336
tic00158660631     2.178175     0.000025    3685.311828
tic00158647370     6.013425     0.000081    3355.623672
tic00158647017     1.158283     0.000109    3354.422650
tic00158635832     1.985461     0.000126    3684.937349
tic00158623531     7.867341     0.001956    3355.739102
tic00158620486     2.644390     0.000426    3355.658782
tic00158582802     1.080074     0.000057    3354.793272
tic00158582801     1.080074     0.000057    3354.793272
tic00158582794     1.080131     0.000102    3354.793588
tic00158550867     1.112907     0.000019    3355.351197
tic00158536052    10.312606   999.000000    3364.494000
tic00158536049    10.312605   999.000000    3364.494000
tic00158491288    12.081863     0.001467    3694.346159
tic00158450472     1.353130     0.000172    3544.796205
tic00158431889     0.572493     0.000034    3684.466519
tic00158393140     0.876818     0.000020    3684.564402
tic00158324245     1.763243     0.000314    3685.303415
tic00158150633     4.044504     0.024572    3592.233340
tic00158113583     1.387237     0.000043    3684.946328
tic00157889314     1.432616     0.000100    3683.937064
tic00157770450     3.290434     0.001950    3685.316992
tic00157754133     2.295644     0.000106    3545.896131
tic00157273321     5.520613     0.000350    3740.184847
tic00156577475     3.125318     0.000639    3468.673908
tic00156462488     1.934175     0.000266    3684.313253
tic00156257863     1.743856     0.000041    3492.448718
tic00156241056     1.780167     0.000013    3469.565020
tic00156091346     2.318544     0.000553    3818.751906
tic00156063724     7.578828     0.001221    3357.777197
tic00156016057    18.666589   999.000000    3359.452000
tic00156003824     4.968943     0.000157    3359.803196
tic00156003822     4.969346     0.000538    3359.802987
tic00155945940     0.590290     0.000026    3354.866028
tic00155894704     1.357406     0.000028    3685.374748
tic00155813948     2.242906     0.000051    3492.499413
tic00155813944     2.242906     0.000051    3492.499413
tic00155813907     2.241368     0.001665    3492.487587
tic00155657581     0.368060     0.001003    3684.634000
tic00155575217     1.735244     0.000422    3493.540800
tic00155571848    18.854559   999.000000    3493.431000
tic00155540827     1.825392     0.000347    3355.311173
tic00155479809     2.701457     0.001026    3816.849168
tic00154831861     4.150503     0.000771    3491.913929
tic00154618114     0.578051     0.000032    3354.640380
tic00154570928    21.312097     0.000732    3692.550000
tic00154511165     0.840424     0.000019    3684.093911
tic00153998606     1.866902     0.000146    3493.420423
tic00153991851     0.524928     0.000003    3684.246360
tic00153987857     0.507147     0.000041    3739.207460
tic00153741139    16.583088   999.000000    3441.388000
tic00153709888     2.166523     0.000085    3438.629281
tic00153166843     0.965849     0.000068    3468.513171
tic00153077430     3.789564     0.001285    3389.338915
tic00152972206     3.397133     0.001352    3388.454650
tic00152677427     5.652133     0.000782    3496.431981
tic00152560220     4.686373     0.005393    3389.688809
tic00152476657     7.201310     0.105772    3440.597000
tic00152377056     0.943233     0.000031    3626.087222
tic00152324542     1.746677     0.000927    3493.349832
tic00152087441     0.842072     0.000193    3354.484312
tic00152087440     0.841993     0.000055    3354.476551
tic00152086769     6.332485     0.000374    3356.809961
tic00152086766     2.514173     0.000143    3354.364420
tic00152071097     0.856860     0.000095    3354.562154
tic00150430166     3.367396     0.000044    3325.604996
tic00150326668     2.959466     0.001312    3712.391661
tic00150320806     1.342361     0.000004    3326.749621
tic00150284425     3.004636     0.000155    3491.991041
tic00150282779     5.765828     0.009109    3493.714935
tic00150245838     3.383903     0.000029    3355.048159
tic00149975606    11.910707     0.001253    3550.411734
tic00149861542     1.829219     0.000124    3439.712425
tic00149839081     2.730273     0.001643    3356.505487
tic00149839080     1.365867     0.000120    3355.140319
tic00149801972     2.377262     0.000337    3358.629343
tic00149446573     5.785949     0.000015    3326.053690
tic00149319411     2.376090     0.000108    3492.445439
tic00149301744     2.129914     0.000002    3327.265476
tic00149220673     9.413251     0.000193    3326.545967
tic00149040154     0.966775     0.000001    3325.624077
tic00149040151     0.966775     0.000001    3325.624076
tic00149022095     2.789128     0.001077    3356.289480
tic00149021625     2.356618     0.000059    3358.570273
tic00148963419     0.568159     0.000005    3684.245654
tic00148914403    18.273641     0.149421    3690.487000
tic00148781497     2.538746     0.001447    3739.711458
tic00148612685     5.009368     0.000096    3544.488738
tic00148274098     4.052638     0.000821    3469.192644
tic00148182457     1.399260     0.000029    3470.055193
tic00147975720     2.850232     0.000068    3469.192966
tic00147686743    16.046532     0.189970    3693.341000
tic00147625755     0.675827     0.000005    3684.207171
tic00147576476     1.109721     0.000064    3684.790229
tic00147426669     1.681959     0.003926    3492.197854
tic00147314529     0.925618     0.000019    3469.365666
tic00147214032     1.243868     0.000012    3544.615810
tic00146879345     1.506699     0.000014    3469.807312
tic00146761368     0.917780     0.000116    3386.976513
tic00146712645     1.520376     0.001064    3387.585881
tic00146689695     4.822996     0.137190    3386.701000
tic00146687815     3.061871     0.000249    3386.541601
tic00146597035     2.200247     0.000057    3439.340812
tic00146579309     3.875355     0.000650    3356.496150
tic00146559015     2.641190     0.001188    3440.754221
tic00146522930     1.087622     0.000033    3439.227013
tic00146344020     2.494074     0.000177    3440.506265
tic00146284253     1.505373     0.000549    3387.159554
tic00146039664    17.812833   999.000000    3494.868000
tic00145964225     0.458329     0.000465    3354.454000
tic00145962384     0.458329     0.000467    3354.454000
tic00145750649     0.849823     0.000050    3354.995673
tic00144795358     1.746751     0.000100    3492.983209
tic00144695651     2.648584     0.000522    3470.661739
tic00144434505     2.608409     0.000111    3356.313698
tic00144397688     0.848071     0.000022    3354.895215
tic00144397686     0.848103     0.000018    3354.896348
tic00144334925     4.274492     0.002450    3357.168418
tic00144334923     4.276372     0.001182    3357.171946
tic00144325761     0.452188     0.000050    3354.503787
tic00144307820     5.082931     0.000319    3356.756236
tic00143838636     4.530375     0.000106    3495.144391
tic00143679968     6.188887     0.003057    3496.526949
tic00143449357     3.471231     0.005384    3492.444622
tic00143393302     0.694926     0.000081    3492.514048
tic00143350469     0.330427     0.002027    3438.286000
tic00143318403     0.725301     0.000141    3492.132045
tic00143234741     1.918262     0.000193    3469.936509
tic00142783746     6.151375     0.000091    3684.744023
tic00142677613     6.181784     0.001460    3471.720919
tic00142441910     2.878675     0.000540    3684.475755
tic00142409400     1.386847     0.000096    3469.645651
tic00142308209     4.551001     0.000773    3683.659061
tic00142288156     1.016347     0.000124    3492.832926
tic00142177867     1.434807     0.000425    3386.281567
tic00142169568     0.445675     0.001864    3386.577000
tic00142169039     0.777860     0.000067    3386.588025
tic00142148228     1.561203     0.000064    3326.880171
tic00142086460     4.850658     0.000179    3327.851874
tic00142080812     0.529004     0.000028    3492.215838
tic00141977749     0.361102     0.000021    3325.637000
tic00141941332     0.318095     0.000004    3325.553000
tic00141766811     3.243873     0.000034    3326.570942
tic00141620020     3.115751     0.000590    3817.662186
tic00141579259    13.399308     0.212413    3551.222000
tic00141507380     1.940539     0.000277    3493.539407
tic00141472340     2.331429     0.000046    3327.619808
tic00141469981     4.631979     0.000027    3328.634996
tic00141411137     1.757545     0.000004    3326.186908
tic00141213462     1.174813     0.000002    3326.296323
tic00140997887     1.481839     0.000002    3325.944334
tic00140897696     8.282614     0.000034    3333.699844
tic00140861399     0.432670     0.000000    3325.884570
tic00140829132     0.964692     0.000002    3326.237666
tic00140760434    32.358970   999.275515    3347.963699
tic00140758769     0.792726     0.000001    3325.663714
tic00140736015     7.312592     0.001341    3818.606004
tic00140687469     3.174622     0.000006    3327.769166
tic00140686943     2.924040     0.000017    3327.137129
tic00140596438     0.728984     0.000001    3325.905106
tic00140493680     2.730275     0.001078    3388.083203
tic00140328928     2.301245     0.000465    3492.766901
tic00140214098     7.351497     0.000262    3443.230103
tic00140209204     1.376048     0.000025    3438.581509
tic00139732428     6.637234     0.143922    3438.432000
tic00139701741     2.630417     0.000352    3438.761325
tic00139526205     2.922652     0.000947    3387.405476
tic00139471530     1.488608     0.000080    3386.457279
tic00139449900     7.604378     0.000426    3492.008131
tic00139348842     1.804560     0.000061    3354.380063
tic00139348840     1.804707     0.000092    3354.376925
tic00139265588     2.086201     0.000047    3326.820058
tic00138971570     1.501882     0.000055    3684.513226
tic00138951779    11.964753     0.009479    3713.900957
tic00138829403     2.901054     0.001779    3469.861494
tic00138708134     2.461857     0.000517    3356.719085
tic00138650903     1.263752     0.000019    3684.153695
tic00138639253    17.531061   999.000000    3693.472000
tic00138578906     1.234755     0.000015    3684.761259
tic00138543573     0.582358     0.000016    3684.438485
tic00138505004     2.299180     0.000056    3684.265973
tic00138476641     0.448082     0.000008    3818.993000
tic00138465692    27.203775     0.012336    3718.868000
tic00138430438     5.777104     0.000318    3686.893086
tic00137731429     0.717928     0.000020    3354.729328
tic00137731426     0.717942     0.000025    3354.729137
tic00137549183    10.241603     0.075488    3685.639000
tic00137501278     2.133586     0.001440    3819.253559
tic00137408317     3.724347     0.002027    3686.929450
tic00137341354     5.408353     0.000945    3684.313962
tic00137310514     4.049171     0.003285    3683.916112
tic00137205922     6.602551     0.001605    3818.095672
tic00136886822     0.771219     0.000024    3354.508725
tic00136886820     0.771200     0.000071    3354.512893
tic00136879755     1.501529     0.000031    3684.496276
tic00136845758     4.232690     0.009121    3389.005781
tic00136317809     2.790932     0.000208    3684.201022
tic00134744873     1.440608     0.000102    3494.042474
tic00134526341     2.373816     0.000718    3493.477977
tic00134283998     0.618786     0.000057    3469.087255
tic00133701671     4.695607     0.000179    3627.131015
tic00132448273     4.507442     0.001902    3493.674002
tic00132298139    35.634303     0.678816    3552.285000
tic00131184555     3.177581     0.000723    3492.685512
tic00131177957     2.909310     0.000465    3494.388436
tic00131177817     2.445661     0.000801    3494.001455
tic00130876312     7.927159   999.000000    3496.035000
tic00130441034     2.078825     0.000491    3492.302304
tic00130339618     1.252600     0.000353    3493.070005
tic00129998285     1.218696     0.001780    3492.598000
tic00129764561     2.434772     0.000154    3386.756946
tic00129439136     2.022713     0.001413    3494.944494
tic00129409890     3.675880     0.006875    3739.870346
tic00129372847     1.618132     0.014508    3492.286000
tic00128927089     1.882769     0.000813    3739.664661
tic00128927088     1.882769     0.000813    3739.664661
tic00128897981     3.383727     0.000769    3493.785278
tic00128665076     5.300567     0.005215    3496.434072
tic00128469906     2.189071     0.000094    3492.816100
tic00128469883     2.189725     0.000535    3492.816132
tic00128400249     1.118021     0.001727    3492.452000
tic00128399488    17.791842   999.000000    3492.994000
tic00127495746    14.625072   999.000000    3499.348000
tic00127479139     3.190415     0.001959    3492.267615
tic00127478906     3.192439     0.002918    3492.266404
tic00127365016    10.895957   999.000000    3744.807000
tic00127254007     1.040877   999.004360    3491.869000
tic00126918344     3.514204     0.002498    3493.233412
tic00126861632     1.620570     0.000301    3492.998241
tic00126780152     1.056107     0.000292    3492.057363
tic00126586580     3.926879     0.003759    3493.057000
tic00126544497     5.199466     0.019156    3496.385507
tic00126446153     4.211292     0.000948    3492.973939
tic00125498216     0.713784     0.000025    3492.387862
tic00125497512     0.636657     0.000062    3492.328283
tic00125116535     2.135759     0.001731    3493.691251
tic00124645099     2.038238     0.000403    3493.356032
tic00124543613     3.137250     0.000050    3470.356927
tic00124508515     5.687614     0.125101    3493.662000
tic00124282575     4.790791     0.085499    3570.912000
tic00124199788     4.664131     0.017602    3470.088351
tic00124106762     4.185605     0.002277    3471.847893
tic00124095967     6.550838     0.001466    3474.388024
tic00123884409     1.646173     0.000541    3470.111338
tic00123416563     0.580724     0.000022    3684.287603
tic00123405765     1.150292     0.000264    3387.156700
tic00123383764     0.429065     0.000012    3492.126845
tic00123267081     2.300401     0.000589    3388.077587
tic00123201406     2.406969     0.001310    3686.022875
tic00123042728     1.312737     0.000028    3684.224999
tic00122576711     1.784947     0.000160    3386.568249
tic00122446076     0.759760     0.000019    3683.842603
tic00122375269     1.891283     0.000045    3683.900728
tic00122330743     0.916268     0.000088    3544.213560
tic00122304494     2.975640     0.000374    3685.988004
tic00122224804     2.975641     0.000405    3685.988321
tic00122104276     7.069767     0.007212    3817.244676
tic00121598562     3.350407     0.003417    3686.948715
tic00121595243     2.113528     0.000536    3440.058156
tic00121393780    22.916452   999.000000    3685.618000
tic00121273032     1.737781     0.000026    3685.049547
tic00121124831     4.231314     0.000455    3686.175067
tic00121122016    13.999855   999.000000    3687.535000
tic00121121622     2.050349     0.000238    3683.730438
tic00121020626     1.539830     0.000130    3685.052813
tic00121016578    14.124803   999.000000    3692.180000
tic00120893542    11.078167     0.030127    3688.909000
tic00120689878     7.405731     0.003641    3685.507455
tic00120684604     2.189047     0.000079    3684.365480
tic00120626764     0.961292     0.000018    3684.277592
tic00120606751     7.166348     0.001882    3358.932000
tic00120602501    14.874946   999.000000    3745.786000
tic00120585579     6.345318     0.002680    3357.781432
tic00120576722     0.789242     0.000089    3683.774874
tic00120565597     3.214795     0.000041    3355.387763
tic00120548943     0.970741     0.000050    3354.420966
tic00120490614     0.553843     0.000022    3354.507677
tic00120414809     2.556438     0.000369    3355.937650
tic00120414806     2.552769     0.000520    3355.954138
tic00120414805     2.552672     0.000542    3355.954278
tic00120258315     2.911206     0.001813    3684.200311
tic00120251815     0.755095     0.000022    3684.471728
tic00119461266     2.942387     0.003594    3469.948982
tic00118200081     0.953038     0.000041    3654.648032
tic00117979897     3.312668     0.002730    3439.876756
tic00117879940     2.265427     0.000500    3442.094458
tic00117739806     5.619772     0.000492    3482.849245
tic00117648603     9.095760     0.023810    3444.099000
tic00117549840     0.333336   999.000191    3354.350000
tic00117545970     2.977504     0.000152    3355.781178
tic00117395478     0.515640     0.000041    3357.883968
tic00117234769     2.056846     0.000704    3712.505012
tic00117157496     0.784222     0.000014    3354.948709
tic00117101700     5.484017     0.020540    3818.497878
tic00116853937     1.686676     0.000081    3817.846365
tic00116417661     2.276414     0.000749    3354.578272
tic00116260314    17.854342   999.000000    3819.120000
tic00115980439     2.307957     0.000144    3818.047301
tic00115694082     0.755295     0.000042    3354.584422
tic00115481900     1.652717     0.000491    3684.987932
tic00115443990     0.755314     0.000022    3354.583670
tic00115242134     0.584612     0.000022    3354.832461
tic00114860895     5.035667     0.000248    3355.702202
tic00114860892     5.035413     0.000241    3355.701084
tic00114819301     4.887097     0.001538    3355.595153
tic00114809018     0.681635     0.000021    3354.412401
tic00114809014     2.451518     0.000125    3354.700975
tic00114807808     6.290144     0.009673    3357.183000
tic00114807798     1.159079     0.000066    3354.911952
tic00114749943     1.469648     0.000081    3354.665531
tic00113567527     6.652810     0.006666    3656.447919
tic00112857453     6.763117     0.000936    3684.779089
tic00111752346    10.457415     0.254888    3355.079000
tic00111752343     5.255002     0.002960    3355.059809
tic00111635949     6.877010     0.126854    3492.493000
tic00109453143     2.472380     0.000101    3493.578755
tic00107543705     4.280495     0.000374    3495.533349
tic00107012110     3.031931     0.003048    3547.252757
tic00106604879    14.912032     0.692153    3498.848000
tic00106584620     1.630825     0.000651    3491.978380
tic00106403786     2.194962     0.000329    3544.553693
tic00106055469     0.364586     0.000145    3544.598000
tic00105233028     3.623977     0.000644    3819.701188
tic00104975120     1.119604     0.000216    3817.084845
tic00104909909     2.573905     0.000203    3684.415447
tic00104743460     3.192490     0.001051    3817.482233
tic00103743317     1.539840     0.000325    3684.683402
tic00103683084     3.052082     0.000955    3571.099000
tic00103452621     6.422139     0.002627    3819.787257
tic00102978235     3.681550     0.001711    3546.511041
tic00102929927     5.520815     0.001216    3688.257000
tic00102691227     1.209859     0.000018    3545.157834
tic00102195674     4.382947     0.005234    3547.461145
tic00102063844     7.635874     0.001926    3354.923506
tic00102063843     7.635775     0.000654    3354.922818
tic00101963547     1.191474     0.000020    3355.222470
tic00101963546     1.191487     0.000021    3355.222507
tic00101945995     1.115341     0.000075    3355.252979
tic00101845679     0.640549     0.000048    3655.330535
tic00101815852     1.718802     0.000445    3544.448381
tic00101654574    18.458593   999.000000    3661.266000
tic00101497151     0.625956     0.000037    3544.306163
tic00101124880     0.822709     0.000064    3386.884454
tic00101100014     1.404892     0.000350    3386.662042
tic00101015972     1.206153     0.000305    3386.927462
tic00100100827     0.941442     0.000048    3354.451982
tic00100100538     3.446353   999.113393    3354.431000
tic00100066245     1.916811     0.000082    3355.062328
tic00100029948     1.388801     0.000023    3355.562291
tic00100014359     0.504552     0.000028    3354.382022
tic00099834717     1.706651     0.000517    3684.026863
tic00099391575     2.722651     0.002214    3816.511692
tic00098672064     9.327132     0.368014    3387.975000
tic00098671217     0.998175     0.000159    3386.998835
tic00098390563     2.079992     0.000168    3491.880499
tic00098074112     1.292030     0.000074    3492.727015
tic00097467902     2.044777     0.000724    3386.293446
tic00096799506     6.546372     0.000842    3474.951720
tic00095510040     8.760322     0.164561    3492.286000
tic00094986319    16.073231     0.002042    3440.127633
tic00094521021     2.576485     0.001553    3493.312703
tic00094411446     5.373753     0.000349    3496.032230
tic00094322351     4.330997     0.000629    3493.900658
tic00092902951     2.246524     0.000055    3572.840077
tic00092895267     3.576752     0.000527    3545.995589
tic00091642803     4.271233     0.001627    3388.522232
tic00091638523     3.167967     0.002352    3386.689276
tic00090911675     1.981127     0.000060    3655.080790
tic00090716944    16.041341   999.000000    3665.100000
tic00090349611     1.944902     0.000702    3684.205727
tic00089544120     1.402522     0.000274    3355.084092
tic00089544118     1.402303     0.000046    3355.085990
tic00089529967     1.402346     0.000057    3355.086736
tic00089522181     2.346859     0.000061    3684.239109
tic00088977253     2.767988     0.000438    3492.709850
tic00087429086     2.435038     0.002726    3819.003036
tic00087251422     7.066158     0.000094    3818.099523
tic00086385104     2.323155     0.000269    3684.804688
tic00085785338     2.228620     0.000020    3817.767507
tic00085371626     4.123037     0.001183    3819.963424
tic00084069091     1.331152     0.000143    3712.654626
tic00083135408     0.900859     0.000049    3571.387597
tic00081702112     7.701216     0.178183    3573.077000
tic00081390067     5.128977     0.018600    3818.044585
tic00080907522     4.574447     0.001191    3491.928730
tic00080808647     1.689036     0.000236    3492.974526
tic00080659292     1.992416     0.000107    3493.789711
tic00080650858     1.915603     0.000054    3492.262718
tic00080556181     1.406722     0.045073    3492.411000
tic00080452824    17.083449   999.000000    3357.411000
tic00080452822    17.125135   999.000000    3357.369000
tic00080420119     1.192553     0.000058    3354.827842
tic00080420118     1.192537     0.000028    3354.827929
tic00080274782     1.002462     0.000360    3492.632645
tic00080252615     2.694566     0.000484    3655.971324
tic00080106276     2.513431     0.000538    3492.855902
tic00080059889     3.031057     0.000371    3654.617146
tic00079931363     0.715739     0.000017    3492.020948
tic00079924466     2.649653     0.000951    3493.006400
tic00079644940     2.346762     0.000718    3492.159912
tic00079565128     1.623079     0.000119    3386.580493
tic00079437218     1.473059     0.000110    3468.594679
tic00078737099     5.905032     0.003217    3471.791261
tic00078568736     8.219757     0.000779    3475.463168
tic00078450017     0.943697     0.000047    3469.080084
tic00078076566    29.412987     0.050222    3459.118000
tic00078055054     8.775900     0.001799    3439.259020
tic00077703308     0.746156     0.000037    3438.617744
tic00077437462     0.607932     0.000072    3438.686107
tic00077209028     1.138051     0.000082    3440.451207
tic00077158150     2.486978     0.000026    3440.525980
tic00077030554    10.219457     0.164913    3355.933000
tic00076989773     1.769137     0.000100    3355.082615
tic00076961282     3.277097     0.000381    3356.389003
tic00076961279     3.276882     0.000302    3356.389660
tic00076946419     1.285214     0.000063    3354.414730
tic00075969405     4.611868     0.001474    3601.874617
tic00074627376     2.611142     0.002875    3544.850785
tic00074528791     1.801961     0.000041    3545.126423
tic00074528318     4.670097     0.000065    3548.140074
tic00073386477     1.090230     0.000025    3545.204077
tic00072622847     0.664658     0.000022    3386.358904
tic00072121778     6.010434     0.001143    3571.995000
tic00071298511     2.152719     0.000131    3544.292318
tic00071103363     2.448461     0.000147    3817.021276
tic00070999666     2.943700     0.001264    3817.080959
tic00070723644    14.096478     0.045899    3364.829000
tic00070717462     2.948047     0.000788    3546.571733
tic00069841962     0.684364     0.000019    3354.541630
tic00069817438     1.428436     0.000114    3356.429837
tic00069814497     3.196804     0.000102    3354.382661
tic00067807856     3.382089     0.005164    3440.339525
tic00067719432     1.001671     0.000019    3438.360758
tic00067688552     1.462145     0.000024    3438.750218
tic00067687692     0.664167     0.000006    3438.851538
tic00067567421     2.800280     0.000327    3355.389467
tic00067566164     3.125375     0.004517    3391.822310
tic00067544933     1.004922     0.000074    3386.414800
tic00067360334     3.431445     0.001764    3816.858810
tic00067186251     1.149246     0.000156    3817.843141
tic00066786762    16.645978   999.000000    3742.473000
tic00066602813     2.764287     0.000092    3493.916528
tic00066601090     1.749947     0.001252    3492.931000
tic00066471730     2.782474     0.000135    3355.154030
tic00066440779     0.408437     0.000030    3361.778000
tic00066411255     2.622762     0.000229    3386.860747
tic00066358630     0.622273     0.000004    3354.597761
tic00066355834     5.184410     0.014282    3739.558458
tic00066102144     2.293265     0.001461    3492.585787
tic00064455336     1.986423     0.000193    3493.856348
tic00064059221     3.122971     0.007624    3492.348000
tic00063972440     3.037704     0.000139    3741.384601
tic00063916460     2.630605     0.000015    3711.661424
tic00063813296    12.103957   999.000000    3392.891000
tic00063728874     1.219549     0.000091    3493.027109
tic00063723920     0.776637     0.000030    3354.853972
tic00063579446     2.770268     0.010286    3493.598000
tic00063459761     4.362161     0.000247    3683.815661
tic00063454475     0.933740     0.000009    3684.560925
tic00063451547     0.979175     0.000080    3685.060316
tic00063449090     2.441955     0.000024    3684.280480
tic00063370066     5.551793     0.001200    3711.709904
tic00063368767     0.646034     0.000070    3711.725358
tic00063291675     8.099344     0.000646    3685.103178
tic00063192395     1.532425     0.000067    3468.809040
tic00063074282     2.665972     0.000043    3686.179125
tic00063071165    13.683580     0.000243    3690.176011
tic00061381436     3.888067     0.000569    3654.185522
tic00061120063     1.977286     0.060227    3600.579000
tic00060479151     0.837856     0.000129    3468.714348
tic00060433558    10.958167   999.000000    3664.058000
tic00060284401     5.064850     0.011635    3495.232126
tic00060248983     2.497278     0.000096    3493.488919
tic00059834339     3.795575     0.002171    3821.158801
tic00059715570     1.155032     0.000030    3468.548729
tic00058108085     1.286306     0.000087    3817.875223
tic00056243528     4.159775     0.002903    3493.978194
tic00056127811     3.723605     0.000029    3438.950513
tic00055860367     2.610601     0.000762    3492.994022
tic00055746369    29.409183     0.142628    3333.361403
tic00055489734    12.915404     0.307457    3496.662000
tic00055369215     0.989803     0.000007    3326.452204
